;number_words_mean;avg_word_length_mean;first_fix_duration_mean;fix_duration_mean;fix_number_mean;pupil_mean;fixations_regressions_mean;go_past_time_mean;trt_trial;trial;fix_duration_increase;fix_duration_decrease;first_fix_duration_increase;first_fix_duration_decrease;fix_number_increase;fix_number_decrease;user;session;discarted
33;15.0;4.67;112.1333;118.2667;0.6;2.1712;0.6;347.625;1774.0;15.1;0.2667;0.6667;0.2667;0.6667;0.2667;0.6667;19;1;
34;73.0;4.6;81.5205;109.726;0.4932;2.1935;0.6486;423.6087;8010.0;28.1;0.274;0.7123;0.2466;0.7397;0.2192;0.7671;19;1;
35;28.0;3.18;75.6071;89.8929;0.4286;2.1818;0.6154;277.2727;2517.0;28.2;0.3214;0.6429;0.3214;0.6429;0.2857;0.6786;19;1;
36;21.0;4.48;120.6667;129.3333;0.7143;2.1733;0.6875;280.6923;2716.0;16.1;0.3333;0.619;0.2857;0.6667;0.2857;0.6667;19;1;
37;38.0;4.76;62.3421;116.2632;0.5526;2.2042;0.5455;409.1667;4418.0;16.2;0.3158;0.6579;0.2895;0.6842;0.2895;0.6842;19;1;
38;53.0;4.98;72.9434;110.1698;0.5849;2.105;0.75;347.8571;5839.0;30.1;0.2264;0.7547;0.2264;0.7547;0.2642;0.717;19;1;
39;41.0;4.0;46.9756;60.0;0.2439;2.1425;0.6364;307.5;2460.0;30.2;0.1707;0.8049;0.1707;0.8049;0.1707;0.8049;19;1;
40;57.0;4.12;68.1404;70.4737;0.3333;2.2056;0.85;223.1667;4017.0;6.2;0.2807;0.7018;0.2807;0.7018;0.2456;0.7368;19;1;
41;58.0;3.9;62.5;62.5;0.3793;2.1776;0.8261;178.7727;3625.0;6.1;0.3103;0.6724;0.3103;0.6724;0.2414;0.7414;19;1;
42;55.0;4.0;72.5818;72.5818;0.4182;2.1495;0.8333;185.1739;3992.0;21.1;0.3091;0.6727;0.3091;0.6727;0.2182;0.7636;19;1;
43;136.0;4.16;44.4118;53.5956;0.2868;2.1313;0.725;244.4688;7289.0;21.2;0.1765;0.8162;0.1691;0.8235;0.125;0.8676;19;1;
44;72.0;4.94;82.0833;97.8194;0.5694;2.2129;0.6667;266.9677;7043.0;10.2;0.3056;0.6806;0.3194;0.6667;0.2639;0.7222;19;1;
45;93.0;5.25;75.7957;83.8495;0.4086;2.0909;0.7949;239.5758;7798.0;10.1;0.2796;0.7097;0.2688;0.7204;0.2258;0.7634;19;1;
46;8.0;6.5;62.375;217.5;0.75;2.1733;0.1429;791.0;1740.0;22.2;0.375;0.5;0.375;0.5;0.375;0.5;19;1;
47;48.0;4.04;30.6875;38.3333;0.1875;2.2114;0.6;315.2857;1840.0;22.1;0.1458;0.8333;0.1458;0.8333;0.1458;0.8333;19;1;
48;116.0;4.3;83.4655;117.1552;0.5086;2.1334;0.7333;420.125;13590.0;25.2;0.2845;0.7069;0.2759;0.7155;0.2328;0.7586;19;1;
49;120.0;4.68;78.55;97.7083;0.4833;2.138;0.7627;261.5918;11725.0;25.1;0.2917;0.7;0.2917;0.7;0.2583;0.7333;19;1;
50;73.0;4.44;122.2466;174.5205;0.6712;2.1625;0.72;383.7222;12740.0;27.1;0.3151;0.6712;0.3151;0.6712;0.2466;0.7397;19;1;
51;90.0;4.77;105.2889;128.7;0.5667;2.1785;0.6923;346.65;11583.0;27.2;0.3222;0.6667;0.3333;0.6556;0.2333;0.7556;19;1;
52;12.0;7.08;158.1667;328.3333;1.5;2.2087;0.4211;518.2222;3940.0;23.2;0.4167;0.5;0.4167;0.5;0.4167;0.5;19;1;
53;41.0;5.83;117.0244;126.0;0.6585;2.1928;0.8214;212.28;5166.0;23.1;0.3415;0.6341;0.2927;0.6829;0.1707;0.8049;19;1;
54;12.0;4.17;42.3333;42.3333;0.25;2.24;0.5;169.3333;508.0;1.1;0.0833;0.8333;0.0833;0.8333;0.0833;0.8333;19;1;
55;46.0;4.07;65.2174;184.3696;0.9348;2.1871;0.5227;600.3125;8481.0;1.2;0.2391;0.7391;0.1957;0.7826;0.1957;0.7826;19;1;
56;82.0;4.55;89.122;98.6707;0.5488;2.1697;0.7609;258.95;8091.0;4.1;0.2927;0.6951;0.3049;0.6829;0.2195;0.7683;19;1;
57;101.0;5.11;31.5248;45.4059;0.198;2.2023;0.619;352.7692;4586.0;4.2;0.1188;0.8713;0.1188;0.8713;0.1188;0.8713;19;1;
58;7.0;3.43;120.2857;177.4286;1.0;2.1575;0.375;362.5;1242.0;13.1;0.4286;0.4286;0.5714;0.2857;0.2857;0.5714;19;1;
59;98.0;4.2;62.8571;77.2245;0.4082;2.1804;0.7073;353.9355;7568.0;13.2;0.2551;0.7347;0.2653;0.7245;0.2449;0.7449;19;1;
60;12.0;4.17;103.25;174.0;1.0;2.215;0.4615;403.5714;2088.0;26.0;0.4167;0.5;0.4167;0.5;0.4167;0.5;19;1;
61;;;;;;;;;;3.0;;;;;;;19;1;True
62;18.0;4.28;191.6667;307.1667;1.5556;2.116;0.5517;507.4615;5529.0;2.0;0.3889;0.5556;0.5;0.4444;0.3889;0.5556;19;1;
63;10.0;4.6;93.7;144.6;1.1;;0.5;230.875;1446.0;14.0;0.4;0.5;0.5;0.4;0.4;0.5;19;1;
64;12.0;5.25;72.8333;83.9167;0.5833;2.25;0.625;167.8333;1007.0;9.0;0.3333;0.5833;0.3333;0.5833;0.3333;0.5833;19;1;
65;10.0;3.9;83.2;83.2;0.6;2.17;0.7143;138.6667;832.0;20.0;0.3;0.6;0.3;0.6;0.2;0.7;19;1;
66;8.0;4.25;26.0;26.0;0.25;;0.3333;104.0;208.0;12.0;0.25;0.625;0.25;0.625;0.25;0.625;19;1;
67;8.0;5.25;142.0;563.5;2.25;;0.4211;868.3333;4508.0;11.0;0.5;0.375;0.5;0.375;0.5;0.375;19;1;
68;8.0;4.5;109.375;163.5;0.625;;0.5;360.5;1308.0;8.0;0.375;0.5;0.5;0.375;0.25;0.625;19;1;
69;8.0;3.88;146.875;163.625;0.75;1.8;0.2857;368.6;1309.0;7.0;0.375;0.5;0.25;0.625;0.375;0.5;19;1;
70;8.0;3.38;13.5;84.25;0.5;;0.0;674.0;674.0;19.0;0.125;0.75;0.125;0.75;0.125;0.75;19;1;
71;5.0;4.8;54.8;54.8;0.4;2.11;0.3333;137.0;274.0;24.0;0.4;0.4;0.4;0.4;0.4;0.4;19;1;
72;12.0;4.17;75.0;83.3333;0.5833;;0.5;183.3333;1000.0;17.0;0.3333;0.5833;0.3333;0.5833;0.25;0.6667;19;1;
73;9.0;4.11;51.8889;51.8889;0.3333;;0.5;155.6667;467.0;18.0;0.3333;0.5556;0.3333;0.5556;0.3333;0.5556;19;1;
74;8.0;4.25;42.25;42.25;0.375;;0.5;112.6667;338.0;5.0;0.375;0.5;0.375;0.5;0.375;0.5;19;1;
75;13.0;3.77;79.6154;89.9231;0.6923;2.17;0.5;199.1429;1169.0;29.0;0.4615;0.4615;0.4615;0.4615;0.3077;0.6154;19;1;
76;8.0;3.88;104.25;116.75;0.625;2.32;0.5;325.25;934.0;15.0;0.375;0.5;0.5;0.375;0.25;0.625;19;1;
77;7.0;3.43;151.0;232.2857;1.2857;;0.3;623.6;1626.0;28.0;0.4286;0.4286;0.4286;0.4286;0.2857;0.5714;19;1;
78;8.0;3.88;25.875;25.875;0.25;2.06;0.3333;103.5;207.0;16.0;0.25;0.625;0.25;0.625;0.25;0.625;19;1;
79;12.0;4.0;89.0;108.5;0.4167;;0.5;325.5;1302.0;30.0;0.3333;0.5833;0.3333;0.5833;0.3333;0.5833;19;1;
80;9.0;4.22;132.2222;204.3333;1.2222;;0.4167;449.4;1839.0;6.0;0.4444;0.4444;0.4444;0.4444;0.4444;0.4444;19;1;
81;12.0;3.92;111.8333;234.75;1.25;;0.5;427.125;2817.0;21.0;0.5;0.4167;0.4167;0.5;0.5;0.4167;19;1;
82;15.0;3.73;85.0667;85.0667;0.5333;2.2067;0.5556;239.875;1276.0;10.0;0.3333;0.6;0.3333;0.6;0.2667;0.6667;19;1;
83;8.0;4.38;141.75;191.75;1.125;2.06;0.6;286.0;1534.0;22.0;0.375;0.5;0.375;0.5;0.25;0.625;19;1;
84;9.0;4.89;71.2222;127.6667;0.7778;2.005;0.375;320.5;1149.0;25.0;0.1111;0.7778;0.2222;0.6667;0.1111;0.7778;19;1;
85;8.0;4.12;138.5;155.125;0.625;2.06;0.1667;722.75;1241.0;27.0;0.5;0.375;0.5;0.375;0.375;0.5;19;1;
86;13.0;3.85;56.9231;56.9231;0.3077;2.0633;0.6;185.0;740.0;23.0;0.3077;0.6154;0.3077;0.6154;0.2308;0.6923;19;1;
87;11.0;3.91;125.2727;170.8182;0.6364;2.19;0.5;469.2;1879.0;1.0;0.3636;0.5455;0.3636;0.5455;0.2727;0.6364;19;1;
88;8.0;5.38;140.125;212.0;1.25;;0.4545;405.0;1696.0;4.0;0.5;0.375;0.375;0.5;0.25;0.625;19;1;
89;10.0;3.2;53.7;53.7;0.4;;0.6;134.25;537.0;13.0;0.4;0.5;0.4;0.5;0.4;0.5;19;1;
